Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG_P,Three_P,Three_PA,Three_P_P,Two_P,Two_PA,Two_P_P,eFG_P,FT,FTA,FT_P,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp_Dbl,Awards,player_id,player_full_name,first_name,last_name,is_active,team_id,team_full_name,abbreviation,nickname,city,state,year_founded
315.0,Jaylen Nowell,25.0,NOP,SG,8.0,0.0,168.0,26.0,73.0,0.356,8.0,27.0,0.296,18.0,46.0,0.391,0.411,7.0,11.0,0.636,6.0,14.0,20.0,18.0,1.0,4.0,8.0,9.0,67.0,0.0,,1629669.0,Jaylen Nowell,Jaylen,Nowell,1.0,1610612740.0,New Orleans Pelicans,NOP,Pelicans,New Orleans,Louisiana,2002.0
316.0,Robert Williams,27.0,POR,C,7.0,1.0,131.0,27.0,38.0,0.711,1.0,2.0,0.5,26.0,36.0,0.722,0.724,12.0,13.0,0.923,15.0,27.0,42.0,10.0,8.0,13.0,7.0,7.0,67.0,0.0,,,,,,,1610612757.0,Portland Trail Blazers,POR,Trail Blazers,Portland,Oregon,1970.0
317.0,Doug McDermott,33.0,SAC,SF,19.0,2.0,155.0,22.0,55.0,0.4,19.0,47.0,0.404,3.0,8.0,0.375,0.573,3.0,5.0,0.6,1.0,13.0,14.0,3.0,2.0,1.0,2.0,16.0,66.0,0.0,,203926.0,Doug McDermott,Doug,McDermott,1.0,1610612758.0,Sacramento Kings,SAC,Kings,Sacramento,California,1948.0
318.0,Tyrese Martin,25.0,BRK,SG,9.0,2.0,132.0,22.0,44.0,0.5,17.0,33.0,0.515,5.0,11.0,0.455,0.693,4.0,5.0,0.8,4.0,16.0,20.0,10.0,3.0,2.0,4.0,12.0,65.0,0.0,,1631213.0,Tyrese Martin,Tyrese,Martin,1.0,1610612751.0,Brooklyn Nets,BRK,Nets,Brooklyn,New York,1976.0
319.0,Isaac Jones,24.0,SAC,PF,14.0,0.0,137.0,28.0,41.0,0.683,1.0,3.0,0.333,27.0,38.0,0.711,0.695,7.0,15.0,0.467,8.0,15.0,23.0,2.0,1.0,6.0,9.0,21.0,64.0,0.0,,,,,,,1610612758.0,Sacramento Kings,SAC,Kings,Sacramento,California,1948.0
320.0,Antonio Reeves,24.0,NOP,SG,13.0,0.0,134.0,25.0,63.0,0.397,8.0,31.0,0.258,17.0,32.0,0.531,0.46,6.0,7.0,0.857,4.0,12.0,16.0,6.0,5.0,0.0,4.0,7.0,64.0,0.0,,,,,,,1610612740.0,New Orleans Pelicans,NOP,Pelicans,New Orleans,Louisiana,2002.0
321.0,Charles Bassey,24.0,SAS,C,15.0,0.0,158.0,26.0,47.0,0.553,0.0,0.0,,26.0,47.0,0.553,0.553,11.0,21.0,0.524,22.0,36.0,58.0,8.0,6.0,19.0,10.0,21.0,63.0,0.0,,1629646.0,Charles Bassey,Charles,Bassey,1.0,1610612759.0,San Antonio Spurs,SAS,Spurs,San Antonio,Texas,1976.0
322.0,Alec Burks,33.0,MIA,SG,12.0,0.0,181.0,21.0,46.0,0.457,15.0,32.0,0.469,6.0,14.0,0.429,0.62,6.0,8.0,0.75,4.0,19.0,23.0,16.0,6.0,3.0,2.0,5.0,63.0,0.0,,202692.0,Alec Burks,Alec,Burks,1.0,1610612748.0,Miami Heat,MIA,Heat,Miami,Florida,1988.0
323.0,Aaron Holiday,28.0,HOU,PG,14.0,0.0,133.0,20.0,41.0,0.488,15.0,32.0,0.469,5.0,9.0,0.556,0.671,7.0,9.0,0.778,0.0,14.0,14.0,18.0,1.0,1.0,5.0,6.0,62.0,0.0,,1628988.0,Aaron Holiday,Aaron,Holiday,1.0,1610612745.0,Houston Rockets,HOU,Rockets,Houston,Texas,1967.0
324.0,De'Anthony Melton,26.0,GSW,SG,6.0,2.0,121.0,22.0,54.0,0.407,13.0,35.0,0.371,9.0,19.0,0.474,0.528,5.0,8.0,0.625,6.0,14.0,20.0,17.0,7.0,2.0,10.0,18.0,62.0,0.0,,1629001.0,De'Anthony Melton,De'Anthony,Melton,1.0,1610612744.0,Golden State Warriors,GSW,Warriors,Golden State,California,1946.0
325.0,Daniel Theis,32.0,NOP,C,17.0,7.0,243.0,24.0,56.0,0.429,4.0,18.0,0.222,20.0,38.0,0.526,0.464,8.0,10.0,0.8,12.0,46.0,58.0,21.0,5.0,11.0,11.0,26.0,60.0,0.0,,1628464.0,Daniel Theis,Daniel,Theis,1.0,1610612740.0,New Orleans Pelicans,NOP,Pelicans,New Orleans,Louisiana,2002.0
326.0,Cam Reddish,25.0,LAL,SF,17.0,8.0,339.0,20.0,41.0,0.488,10.0,23.0,0.435,10.0,18.0,0.556,0.61,9.0,14.0,0.643,6.0,28.0,34.0,13.0,18.0,6.0,7.0,27.0,59.0,0.0,,1629629.0,Cam Reddish,Cam,Reddish,1.0,1610612747.0,Los Angeles Lakers,LAL,Lakers,Los Angeles,California,1948.0
327.0,Jabari Walker,22.0,POR,SF,19.0,0.0,204.0,22.0,59.0,0.373,2.0,17.0,0.118,20.0,42.0,0.476,0.39,11.0,13.0,0.846,18.0,40.0,58.0,13.0,6.0,3.0,13.0,22.0,57.0,0.0,,1631133.0,Jabari Walker,Jabari,Walker,1.0,1610612757.0,Portland Trail Blazers,POR,Trail Blazers,Portland,Oregon,1970.0
328.0,Isaiah Collier,20.0,UTA,PG,16.0,1.0,278.0,22.0,71.0,0.31,4.0,27.0,0.148,18.0,44.0,0.409,0.338,8.0,18.0,0.444,1.0,26.0,27.0,53.0,15.0,2.0,38.0,29.0,56.0,0.0,,,,,,,1610612762.0,Utah Jazz,UTA,Jazz,Utah,Utah,1974.0
329.0,Ousmane Dieng,21.0,OKC,PF,16.0,0.0,186.0,20.0,59.0,0.339,9.0,36.0,0.25,11.0,23.0,0.478,0.415,7.0,11.0,0.636,9.0,33.0,42.0,13.0,11.0,4.0,4.0,18.0,56.0,0.0,,1631172.0,Ousmane Dieng,Ousmane,Dieng,1.0,1610612760.0,Oklahoma City Thunder,OKC,Thunder,Oklahoma City,Oklahoma,1967.0
330.0,Bruno Fernando,26.0,TOR,C,15.0,1.0,141.0,25.0,47.0,0.532,0.0,0.0,,25.0,47.0,0.532,0.532,6.0,8.0,0.75,21.0,29.0,50.0,18.0,3.0,9.0,14.0,26.0,56.0,0.0,,1628981.0,Bruno Fernando,Bruno,Fernando,1.0,1610612761.0,Toronto Raptors,TOR,Raptors,Toronto,Ontario,1995.0
331.0,Keaton Wallace,25.0,ATL,PG,12.0,1.0,194.0,22.0,55.0,0.4,8.0,26.0,0.308,14.0,29.0,0.483,0.473,4.0,4.0,1.0,2.0,16.0,18.0,22.0,10.0,6.0,12.0,13.0,56.0,0.0,,,,,,,1610612737.0,Atlanta Hawks,ATL,Hawks,Atlanta,Atlanta,1949.0
332.0,Jock Landale,29.0,HOU,C,14.0,0.0,156.0,21.0,47.0,0.447,3.0,6.0,0.5,18.0,41.0,0.439,0.479,10.0,19.0,0.526,20.0,26.0,46.0,14.0,3.0,6.0,7.0,14.0,55.0,0.0,,1629111.0,Jock Landale,Jock,Landale,1.0,1610612745.0,Houston Rockets,HOU,Rockets,Houston,Texas,1967.0
333.0,Aaron Nesmith,25.0,IND,SF,6.0,6.0,136.0,19.0,36.0,0.528,6.0,11.0,0.545,13.0,25.0,0.52,0.611,11.0,13.0,0.846,4.0,20.0,24.0,6.0,4.0,2.0,5.0,24.0,55.0,0.0,,1630174.0,Aaron Nesmith,Aaron,Nesmith,1.0,1610612754.0,Indiana Pacers,IND,Pacers,Indiana,Indiana,1976.0
334.0,Johnny Davis,22.0,WAS,SG,17.0,0.0,142.0,22.0,44.0,0.5,4.0,12.0,0.333,18.0,32.0,0.563,0.545,6.0,9.0,0.667,6.0,19.0,25.0,5.0,9.0,3.0,4.0,13.0,54.0,0.0,,76526.0,Johnny Davis,Johnny,Davis,0.0,1610612764.0,Washington Wizards,WAS,Wizards,Washington,District of Columbia,1961.0
334.0,Johnny Davis,22.0,WAS,SG,17.0,0.0,142.0,22.0,44.0,0.5,4.0,12.0,0.333,18.0,32.0,0.563,0.545,6.0,9.0,0.667,6.0,19.0,25.0,5.0,9.0,3.0,4.0,13.0,54.0,0.0,,1631098.0,Johnny Davis,Johnny,Davis,1.0,1610612764.0,Washington Wizards,WAS,Wizards,Washington,District of Columbia,1961.0
335.0,Paul Reed,25.0,DET,C,11.0,0.0,110.0,19.0,33.0,0.576,4.0,9.0,0.444,15.0,24.0,0.625,0.636,12.0,15.0,0.8,7.0,16.0,23.0,5.0,8.0,5.0,9.0,19.0,54.0,0.0,,1630194.0,Paul Reed,Paul,Reed,1.0,1610612765.0,Detroit Pistons,DET,Pistons,Detroit,Michigan,1948.0
336.0,Kobe Bufkin,21.0,ATL,SG,10.0,0.0,124.0,18.0,47.0,0.383,4.0,19.0,0.211,14.0,28.0,0.5,0.426,13.0,18.0,0.722,5.0,16.0,21.0,17.0,3.0,2.0,8.0,9.0,53.0,0.0,,,,,,,1610612737.0,Atlanta Hawks,ATL,Hawks,Atlanta,Atlanta,1949.0
337.0,Wendell Moore Jr.,23.0,DET,SG,11.0,0.0,164.0,19.0,35.0,0.543,3.0,9.0,0.333,16.0,26.0,0.615,0.586,11.0,12.0,0.917,9.0,27.0,36.0,12.0,7.0,3.0,8.0,12.0,52.0,0.0,,1631111.0,Wendell Moore Jr.,Wendell,Moore Jr.,1.0,1610612765.0,Detroit Pistons,DET,Pistons,Detroit,Michigan,1948.0
338.0,Johnny Furphy,20.0,IND,SG,15.0,0.0,150.0,17.0,42.0,0.405,10.0,24.0,0.417,7.0,18.0,0.389,0.524,7.0,7.0,1.0,10.0,12.0,22.0,6.0,5.0,4.0,8.0,12.0,51.0,0.0,,,,,,,1610612754.0,Indiana Pacers,IND,Pacers,Indiana,Indiana,1976.0
339.0,Dillon Jones,23.0,OKC,SF,21.0,0.0,177.0,19.0,55.0,0.345,7.0,33.0,0.212,12.0,22.0,0.545,0.409,5.0,8.0,0.625,16.0,26.0,42.0,15.0,4.0,1.0,8.0,19.0,50.0,0.0,,,,,,,1610612760.0,Oklahoma City Thunder,OKC,Thunder,Oklahoma City,Oklahoma,1967.0
340.0,Mo Bamba,26.0,LAC,C,10.0,0.0,136.0,19.0,43.0,0.442,5.0,20.0,0.25,14.0,23.0,0.609,0.5,6.0,9.0,0.667,7.0,32.0,39.0,8.0,7.0,12.0,7.0,22.0,49.0,0.0,,1628964.0,Mo Bamba,Mo,Bamba,1.0,1610612746.0,Los Angeles Clippers,LAC,Clippers,Los Angeles,California,1970.0
341.0,Cody Williams,20.0,UTA,SG,16.0,7.0,299.0,18.0,67.0,0.269,7.0,37.0,0.189,11.0,30.0,0.367,0.321,6.0,10.0,0.6,8.0,29.0,37.0,19.0,7.0,5.0,11.0,20.0,49.0,0.0,,,,,,,1610612762.0,Utah Jazz,UTA,Jazz,Utah,Utah,1974.0
342.0,Delon Wright,32.0,MIL,PG,18.0,2.0,287.0,17.0,53.0,0.321,9.0,32.0,0.281,8.0,21.0,0.381,0.406,5.0,10.0,0.5,11.0,22.0,33.0,29.0,13.0,6.0,8.0,11.0,48.0,0.0,,1626153.0,Delon Wright,Delon,Wright,1.0,1610612749.0,Milwaukee Bucks,MIL,Bucks,Milwaukee,Wisconsin,1968.0
343.0,Elfrid Payton,30.0,NOP,PG,7.0,3.0,144.0,23.0,46.0,0.5,0.0,1.0,0.0,23.0,45.0,0.511,0.5,1.0,2.0,0.5,5.0,19.0,24.0,48.0,10.0,3.0,20.0,10.0,47.0,0.0,,203901.0,Elfrid Payton,Elfrid,Payton,0.0,1610612740.0,New Orleans Pelicans,NOP,Pelicans,New Orleans,Louisiana,2002.0
344.0,Cam Whitmore,20.0,HOU,SF,8.0,0.0,79.0,18.0,48.0,0.375,1.0,21.0,0.048,17.0,27.0,0.63,0.385,10.0,16.0,0.625,4.0,7.0,11.0,4.0,1.0,1.0,3.0,9.0,47.0,0.0,,,,,,,1610612745.0,Houston Rockets,HOU,Rockets,Houston,Texas,1967.0
345.0,Justin Champagnie,23.0,WAS,SF,5.0,2.0,105.0,19.0,34.0,0.559,5.0,12.0,0.417,14.0,22.0,0.636,0.632,3.0,5.0,0.6,10.0,13.0,23.0,5.0,7.0,2.0,5.0,12.0,46.0,0.0,,1630551.0,Justin Champagnie,Justin,Champagnie,1.0,1610612764.0,Washington Wizards,WAS,Wizards,Washington,District of Columbia,1961.0
346.0,Tyler Kolek,23.0,NYK,PG,16.0,0.0,110.0,16.0,37.0,0.432,10.0,22.0,0.455,6.0,15.0,0.4,0.568,4.0,4.0,1.0,2.0,10.0,12.0,11.0,6.0,1.0,7.0,9.0,46.0,0.0,,,,,,,1610612752.0,New York Knicks,NYK,Knicks,New York,New York,1946.0
347.0,Jordan McLaughlin,28.0,SAC,PG,20.0,0.0,158.0,14.0,38.0,0.368,8.0,22.0,0.364,6.0,16.0,0.375,0.474,10.0,14.0,0.714,3.0,16.0,19.0,19.0,9.0,0.0,8.0,11.0,46.0,0.0,,1629162.0,Jordan McLaughlin,Jordan,McLaughlin,1.0,1610612758.0,Sacramento Kings,SAC,Kings,Sacramento,California,1948.0
348.0,Immanuel Quickley,25.0,TOR,PG,3.0,3.0,68.0,16.0,42.0,0.381,6.0,16.0,0.375,10.0,26.0,0.385,0.452,8.0,9.0,0.889,1.0,5.0,6.0,12.0,2.0,0.0,4.0,7.0,46.0,0.0,,1630193.0,Immanuel Quickley,Immanuel,Quickley,1.0,1610612761.0,Toronto Raptors,TOR,Raptors,Toronto,Ontario,1995.0
349.0,Anthony Gill,32.0,WAS,PF,17.0,0.0,131.0,15.0,28.0,0.536,4.0,9.0,0.444,11.0,19.0,0.579,0.607,10.0,18.0,0.556,5.0,17.0,22.0,6.0,5.0,1.0,4.0,9.0,44.0,0.0,,1630264.0,Anthony Gill,Anthony,Gill,1.0,1610612764.0,Washington Wizards,WAS,Wizards,Washington,District of Columbia,1961.0
350.0,Craig Porter Jr.,24.0,CLE,PG,16.0,0.0,151.0,18.0,31.0,0.581,5.0,11.0,0.455,13.0,20.0,0.65,0.661,3.0,5.0,0.6,1.0,13.0,14.0,22.0,5.0,6.0,9.0,7.0,44.0,0.0,,,,,,,1610612739.0,Cleveland Cavaliers,CLE,Cavaliers,Cleveland,Ohio,1970.0
351.0,Reggie Jackson,34.0,PHI,PG,10.0,0.0,119.0,16.0,39.0,0.41,11.0,25.0,0.44,5.0,14.0,0.357,0.551,0.0,0.0,,1.0,8.0,9.0,21.0,6.0,3.0,7.0,8.0,43.0,0.0,,202704.0,Reggie Jackson,Reggie,Jackson,1.0,1610612755.0,Philadelphia 76ers,PHI,76ers,Philadelphia,Pennsylvania,1949.0
352.0,Dru Smith,27.0,MIA,SG,9.0,0.0,140.0,17.0,35.0,0.486,9.0,17.0,0.529,8.0,18.0,0.444,0.614,0.0,0.0,,10.0,18.0,28.0,13.0,8.0,5.0,9.0,14.0,43.0,0.0,,1630696.0,Dru Smith,Dru,Smith,1.0,1610612748.0,Miami Heat,MIA,Heat,Miami,Florida,1988.0
353.0,Rob Dillingham,20.0,MIN,PG,11.0,0.0,92.0,18.0,36.0,0.5,6.0,12.0,0.5,12.0,24.0,0.5,0.583,0.0,0.0,,1.0,8.0,9.0,16.0,0.0,0.0,12.0,4.0,42.0,0.0,,,,,,,1610612750.0,Minnesota Timberwolves,MIN,Timberwolves,Minnesota,Minnesota,1989.0
354.0,Jericho Sims,26.0,NYK,C,23.0,2.0,297.0,19.0,27.0,0.704,0.0,0.0,,19.0,27.0,0.704,0.704,4.0,7.0,0.571,31.0,56.0,87.0,15.0,6.0,9.0,13.0,32.0,42.0,0.0,,1630579.0,Jericho Sims,Jericho,Sims,1.0,1610612752.0,New York Knicks,NYK,Knicks,New York,New York,1946.0
355.0,Thomas Bryant,27.0,MIA,C,10.0,0.0,115.0,12.0,28.0,0.429,6.0,17.0,0.353,6.0,11.0,0.545,0.536,11.0,11.0,1.0,6.0,26.0,32.0,4.0,1.0,9.0,2.0,9.0,41.0,0.0,,1628418.0,Thomas Bryant,Thomas,Bryant,1.0,1610612748.0,Miami Heat,MIA,Heat,Miami,Florida,1988.0
356.0,Nick Smith Jr.,20.0,CHO,SG,13.0,0.0,121.0,16.0,48.0,0.333,8.0,26.0,0.308,8.0,22.0,0.364,0.417,0.0,0.0,,1.0,10.0,11.0,10.0,4.0,1.0,3.0,8.0,40.0,0.0,,,,,,,1610612766.0,Charlotte Hornets,CHO,Hornets,Charlotte,North Carolina,1988.0
357.0,Lonzo Ball,27.0,CHI,PG,8.0,0.0,134.0,14.0,38.0,0.368,11.0,31.0,0.355,3.0,7.0,0.429,0.513,0.0,0.0,,1.0,18.0,19.0,27.0,9.0,4.0,5.0,8.0,39.0,0.0,,1628366.0,Lonzo Ball,Lonzo,Ball,1.0,1610612741.0,Chicago Bulls,CHI,Bulls,Chicago,Illinois,1966.0
358.0,Taj Gibson,39.0,CHO,C,13.0,8.0,150.0,16.0,34.0,0.471,1.0,2.0,0.5,15.0,32.0,0.469,0.485,4.0,6.0,0.667,21.0,24.0,45.0,7.0,5.0,3.0,9.0,18.0,37.0,0.0,,201959.0,Taj Gibson,Taj,Gibson,1.0,1610612766.0,Charlotte Hornets,CHO,Hornets,Charlotte,North Carolina,1988.0
359.0,Kai Jones,24.0,LAC,C,16.0,0.0,139.0,15.0,20.0,0.75,0.0,0.0,,15.0,20.0,0.75,0.75,7.0,10.0,0.7,11.0,20.0,31.0,6.0,4.0,9.0,7.0,17.0,37.0,0.0,,1630539.0,Kai Jones,Kai,Jones,1.0,1610612746.0,Los Angeles Clippers,LAC,Clippers,Los Angeles,California,1970.0
360.0,Hunter Tyson,24.0,DEN,PF,14.0,0.0,129.0,12.0,27.0,0.444,4.0,16.0,0.25,8.0,11.0,0.727,0.519,8.0,9.0,0.889,6.0,19.0,25.0,7.0,2.0,3.0,5.0,15.0,36.0,0.0,,,,,,,1610612743.0,Denver Nuggets,DEN,Nuggets,Denver,Colorado,1976.0
361.0,Isaiah Jackson,23.0,IND,C,5.0,1.0,84.0,14.0,23.0,0.609,0.0,0.0,,14.0,23.0,0.609,0.609,7.0,14.0,0.5,11.0,17.0,28.0,5.0,3.0,8.0,5.0,14.0,35.0,0.0,,1630543.0,Isaiah Jackson,Isaiah,Jackson,1.0,1610612754.0,Indiana Pacers,IND,Pacers,Indiana,Indiana,1976.0
362.0,KJ Simpson,22.0,CHO,PG,8.0,0.0,116.0,12.0,39.0,0.308,3.0,19.0,0.158,9.0,20.0,0.45,0.346,8.0,10.0,0.8,9.0,6.0,15.0,17.0,5.0,1.0,9.0,12.0,35.0,0.0,,,,,,,1610612766.0,Charlotte Hornets,CHO,Hornets,Charlotte,North Carolina,1988.0
363.0,Steven Adams,31.0,HOU,C,13.0,0.0,144.0,13.0,22.0,0.591,0.0,0.0,,13.0,22.0,0.591,0.591,8.0,20.0,0.4,19.0,23.0,42.0,14.0,3.0,2.0,17.0,16.0,34.0,0.0,,203500.0,Steven Adams,Steven,Adams,1.0,1610612745.0,Houston Rockets,HOU,Rockets,Houston,Texas,1967.0
364.0,Trey Jemison,25.0,NOP,C,14.0,0.0,149.0,14.0,29.0,0.483,0.0,0.0,,14.0,29.0,0.483,0.483,6.0,15.0,0.4,17.0,21.0,38.0,8.0,6.0,6.0,10.0,24.0,34.0,0.0,,,,,,,1610612740.0,New Orleans Pelicans,NOP,Pelicans,New Orleans,Louisiana,2002.0
365.0,Dario Šarić,30.0,DEN,C,10.0,3.0,136.0,12.0,40.0,0.3,5.0,19.0,0.263,7.0,21.0,0.333,0.363,5.0,6.0,0.833,9.0,26.0,35.0,11.0,6.0,0.0,11.0,14.0,34.0,0.0,,203967.0,Dario Saric,Dario,Saric,1.0,1610612743.0,Denver Nuggets,DEN,Nuggets,Denver,Colorado,1976.0
366.0,DaQuan Jeffries,27.0,CHO,SG,3.0,0.0,61.0,13.0,20.0,0.65,6.0,10.0,0.6,7.0,10.0,0.7,0.8,1.0,2.0,0.5,3.0,8.0,11.0,3.0,1.0,1.0,2.0,4.0,33.0,0.0,,1629610.0,DaQuan Jeffries,DaQuan,Jeffries,1.0,1610612766.0,Charlotte Hornets,CHO,Hornets,Charlotte,North Carolina,1988.0
367.0,Tre Jones,25.0,SAS,PG,8.0,0.0,140.0,10.0,30.0,0.333,3.0,12.0,0.25,7.0,18.0,0.389,0.383,10.0,14.0,0.714,5.0,14.0,19.0,26.0,5.0,2.0,5.0,12.0,33.0,0.0,,1630200.0,Tre Jones,Tre,Jones,1.0,1610612759.0,San Antonio Spurs,SAS,Spurs,San Antonio,Texas,1976.0
368.0,Vit Krejci,24.0,ATL,PG,11.0,0.0,132.0,12.0,33.0,0.364,4.0,16.0,0.25,8.0,17.0,0.471,0.424,5.0,9.0,0.556,5.0,14.0,19.0,16.0,4.0,3.0,7.0,18.0,33.0,0.0,,1630249.0,Vit Krejci,Vit,Krejci,1.0,1610612737.0,Atlanta Hawks,ATL,Hawks,Atlanta,Atlanta,1949.0
369.0,Dwight Powell,33.0,DAL,C,19.0,0.0,154.0,8.0,10.0,0.8,0.0,0.0,,8.0,10.0,0.8,0.8,17.0,24.0,0.708,12.0,22.0,34.0,13.0,7.0,8.0,5.0,26.0,33.0,0.0,,203939.0,Dwight Powell,Dwight,Powell,1.0,1610612742.0,Dallas Mavericks,DAL,Mavericks,Dallas,Texas,1980.0
370.0,John Konchar,28.0,MEM,SG,12.0,0.0,154.0,11.0,22.0,0.5,7.0,18.0,0.389,4.0,4.0,1.0,0.659,3.0,4.0,0.75,12.0,25.0,37.0,11.0,7.0,6.0,6.0,10.0,32.0,0.0,,1629723.0,John Konchar,John,Konchar,1.0,1610612763.0,Memphis Grizzlies,MEM,Grizzlies,Memphis,Tennessee,1995.0
371.0,Patty Mills,36.0,UTA,PG,9.0,0.0,138.0,11.0,31.0,0.355,7.0,24.0,0.292,4.0,7.0,0.571,0.468,3.0,3.0,1.0,1.0,7.0,8.0,13.0,6.0,2.0,8.0,8.0,32.0,0.0,,201988.0,Patty Mills,Patty,Mills,1.0,1610612762.0,Utah Jazz,UTA,Jazz,Utah,Utah,1974.0
372.0,Josh Richardson,31.0,MIA,SG,8.0,0.0,150.0,11.0,38.0,0.289,6.0,22.0,0.273,5.0,16.0,0.313,0.368,4.0,4.0,1.0,6.0,6.0,12.0,12.0,8.0,1.0,8.0,17.0,32.0,0.0,,1626196.0,Josh Richardson,Josh,Richardson,1.0,1610612748.0,Miami Heat,MIA,Heat,Miami,Florida,1988.0
373.0,Torrey Craig,34.0,CHI,SF,6.0,1.0,67.0,11.0,22.0,0.5,7.0,18.0,0.389,4.0,4.0,1.0,0.659,2.0,2.0,1.0,3.0,10.0,13.0,3.0,1.0,1.0,0.0,10.0,31.0,0.0,,1628470.0,Torrey Craig,Torrey,Craig,1.0,1610612741.0,Chicago Bulls,CHI,Bulls,Chicago,Illinois,1966.0
374.0,Ryan Rollins,22.0,MIL,PG,11.0,1.0,72.0,10.0,25.0,0.4,6.0,12.0,0.5,4.0,13.0,0.308,0.52,5.0,6.0,0.833,3.0,8.0,11.0,9.0,7.0,4.0,7.0,10.0,31.0,0.0,,1631157.0,Ryan Rollins,Ryan,Rollins,1.0,1610612749.0,Milwaukee Bucks,MIL,Bucks,Milwaukee,Wisconsin,1968.0
375.0,Christian Koloko,24.0,LAL,C,14.0,0.0,138.0,14.0,22.0,0.636,0.0,2.0,0.0,14.0,20.0,0.7,0.636,2.0,2.0,1.0,13.0,18.0,31.0,4.0,4.0,4.0,5.0,17.0,30.0,0.0,,1631132.0,Christian Koloko,Christian,Koloko,1.0,1610612747.0,Los Angeles Lakers,LAL,Lakers,Los Angeles,California,1948.0
376.0,Svi Mykhailiuk,27.0,UTA,SF,6.0,2.0,81.0,10.0,27.0,0.37,7.0,22.0,0.318,3.0,5.0,0.6,0.5,3.0,4.0,0.75,1.0,9.0,10.0,8.0,5.0,1.0,10.0,8.0,30.0,0.0,,1629004.0,Svi Mykhailiuk,Svi,Mykhailiuk,1.0,1610612762.0,Utah Jazz,UTA,Jazz,Utah,Utah,1974.0
377.0,Olivier-Maxence Prosper,22.0,DAL,PF,15.0,0.0,97.0,11.0,29.0,0.379,3.0,9.0,0.333,8.0,20.0,0.4,0.431,5.0,9.0,0.556,11.0,15.0,26.0,4.0,3.0,2.0,1.0,7.0,30.0,0.0,,,,,,,1610612742.0,Dallas Mavericks,DAL,Mavericks,Dallas,Texas,1980.0
378.0,Ausar Thompson,22.0,DET,SF,5.0,1.0,76.0,12.0,29.0,0.414,3.0,9.0,0.333,9.0,20.0,0.45,0.466,3.0,7.0,0.429,6.0,9.0,15.0,14.0,2.0,3.0,8.0,11.0,30.0,0.0,,,,,,,1610612765.0,Detroit Pistons,DET,Pistons,Detroit,Michigan,1948.0
379.0,Jaylon Tyson,22.0,CLE,SG,14.0,1.0,108.0,12.0,27.0,0.444,3.0,11.0,0.273,9.0,16.0,0.563,0.5,3.0,6.0,0.5,10.0,14.0,24.0,11.0,4.0,0.0,6.0,18.0,30.0,0.0,,,,,,,1610612739.0,Cleveland Cavaliers,CLE,Cavaliers,Cleveland,Ohio,1970.0
380.0,Moses Brown,25.0,IND,C,9.0,0.0,46.0,13.0,20.0,0.65,0.0,0.0,,13.0,20.0,0.65,0.65,3.0,5.0,0.6,4.0,9.0,13.0,0.0,2.0,1.0,6.0,6.0,29.0,0.0,,1629650.0,Moses Brown,Moses,Brown,1.0,1610612754.0,Indiana Pacers,IND,Pacers,Indiana,Indiana,1976.0
381.0,Chris Duarte,27.0,CHI,SG,12.0,0.0,50.0,9.0,18.0,0.5,5.0,12.0,0.417,4.0,6.0,0.667,0.639,6.0,8.0,0.75,4.0,10.0,14.0,4.0,0.0,0.0,1.0,5.0,29.0,0.0,,1630537.0,Chris Duarte,Chris,Duarte,1.0,1610612741.0,Chicago Bulls,CHI,Bulls,Chicago,Illinois,1966.0
382.0,Josh Minott,22.0,MIN,SF,11.0,0.0,82.0,11.0,19.0,0.579,2.0,10.0,0.2,9.0,9.0,1.0,0.632,3.0,5.0,0.6,1.0,13.0,14.0,5.0,3.0,3.0,5.0,12.0,27.0,0.0,,1631169.0,Josh Minott,Josh,Minott,1.0,1610612750.0,Minnesota Timberwolves,MIN,Timberwolves,Minnesota,Minnesota,1989.0
383.0,Duop Reath,28.0,POR,C,13.0,0.0,83.0,10.0,26.0,0.385,7.0,19.0,0.368,3.0,7.0,0.429,0.519,0.0,0.0,,6.0,7.0,13.0,3.0,0.0,2.0,1.0,10.0,27.0,0.0,,,,,,,1610612757.0,Portland Trail Blazers,POR,Trail Blazers,Portland,Oregon,1970.0
384.0,Luka Garza,26.0,MIN,C,7.0,0.0,33.0,11.0,20.0,0.55,1.0,6.0,0.167,10.0,14.0,0.714,0.575,3.0,6.0,0.5,4.0,5.0,9.0,0.0,1.0,0.0,2.0,3.0,26.0,0.0,,1630568.0,Luka Garza,Luka,Garza,1.0,1610612750.0,Minnesota Timberwolves,MIN,Timberwolves,Minnesota,Minnesota,1989.0
385.0,DeAndre Jordan,36.0,DEN,C,10.0,0.0,98.0,12.0,21.0,0.571,0.0,0.0,,12.0,21.0,0.571,0.571,2.0,8.0,0.25,11.0,22.0,33.0,8.0,2.0,2.0,10.0,11.0,26.0,0.0,,201599.0,DeAndre Jordan,DeAndre,Jordan,1.0,1610612743.0,Denver Nuggets,DEN,Nuggets,Denver,Colorado,1976.0
